%time,field.header.seq,field.header.stamp,field.header.frame_id,field.batteryPercent,field.state,field.magX,field.magY,field.magZ,field.pressure,field.temp,field.wind_speed,field.wind_angle,field.wind_comp_angle,field.rotX,field.rotY,field.rotZ,field.altd,field.vx,field.vy,field.vz,field.ax,field.ay,field.az,field.motor1,field.motor2,field.motor3,field.motor4,field.tags_count,field.tags_type0,field.tags_xc0,field.tags_yc0,field.tags_width0,field.tags_height0,field.tags_orientation0,field.tags_distance0,field.tm
1505402122646900318,17619,1505402122646747700,ardrone_base_link,71.0,0,-11,-13,-23,98898,486,0.0,0.0,0.0,-0.347000002861,-2.73399996758,-129.421005249,0,0.0,-0.0,-0.0,0.0189523193985,0.00866347458214,0.947420418262,0,0,0,0,0,1453114240.0
1505402122651725257,17620,1505402122651549048,ardrone_base_link,71.0,0,-12,-10,-18,98898,486,0.0,0.0,0.0,-0.345999985933,-2.73399996758,-129.419998169,0,0.0,-0.0,-0.0,0.0189342796803,0.00886503234506,0.947415530682,0,0,0,0,0,1453119232.0
1505402122663413372,17621,1505402122662919667,ardrone_base_link,71.0,0,-12,-10,-18,98892,486,0.0,0.0,0.0,-0.345999985933,-2.73399996758,-129.419998169,0,0.0,-0.0,-0.0,0.018917215988,0.0112119335681,0.947406232357,0,0,0,0,0,1453124352.0
1505402122663416766,17622,1505402122662970471,ardrone_base_link,71.0,0,-8,-14,-20,98902,486,0.0,0.0,0.0,-0.345999985933,-2.73399996758,-129.419006348,0,0.0,-0.0,-0.0,0.0189170911908,0.0117023652419,0.947402358055,0,0,0,0,0,1453129472.0
1505402122666965506,17623,1505402122666751468,ardrone_base_link,71.0,0,-8,-14,-20,98905,486,0.0,0.0,0.0,-0.344999998808,-2.73399996758,-129.417999268,0,0.0,-0.0,-0.0,0.0189319886267,0.0113792577758,0.947404801846,0,0,0,0,0,1453134464.0
1505402122675306023,17624,1505402122674859118,ardrone_base_link,71.0,0,-6,-16,-16,98905,486,0.0,0.0,0.0,-0.344999998808,-2.73399996758,-129.417999268,0,0.0,-0.0,-0.0,0.018951928243,0.0112222349271,0.948933601379,0,0,0,0,0,1453139456.0
1505402122680834107,17625,1505402122680615926,ardrone_base_link,71.0,0,-6,-16,-16,98908,486,0.0,0.0,0.0,-0.344999998808,-2.73300004005,-129.417007446,0,0.0,-0.0,-0.0,0.0189786106348,0.00726479198784,0.950829088688,0,0,0,0,0,1453144448.0
1505402122683339408,17626,1505402122683124083,ardrone_base_link,71.0,0,-6,-16,-20,98902,486,0.0,0.0,0.0,-0.344999998808,-2.73300004005,-129.416000366,0,0.0,-0.0,-0.0,0.0189934372902,0.00548754632473,0.952782213688,0,0,0,0,0,1453149440.0
1505402122686982823,17627,1505402122686758654,ardrone_base_link,71.0,0,-6,-16,-20,98902,486,0.0,0.0,0.0,-0.345999985933,-2.73300004005,-129.416000366,0,0.0,-0.0,-0.0,0.019003989175,0.00250144232996,0.954098165035,0,0,0,0,0,1453154432.0
1505402122692020363,17628,1505402122691827983,ardrone_base_link,71.0,0,-9,-15,-21,98908,486,0.0,0.0,0.0,-0.347000002861,-2.73300004005,-129.414993286,0,0.0,-0.0,-0.0,0.0189980771393,0.00435397122055,0.95304197073,0,0,0,0,0,1453159424.0
1505402122696883022,17629,1505402122696713983,ardrone_base_link,71.0,0,-9,-15,-21,98908,486,0.0,0.0,0.0,-0.347000002861,-2.73300004005,-129.414001465,0,0.0,-0.0,-0.0,0.0189830884337,0.00691585615277,0.952652812004,0,0,0,0,0,1453164416.0
1505402122702459842,17630,1505402122702162075,ardrone_base_link,71.0,0,-6,-14,-22,98905,486,0.0,0.0,0.0,-0.347000002861,-2.73300004005,-129.412994385,0,0.0,-0.0,-0.0,0.0189615599811,0.0111519359052,0.950540065765,0,0,0,0,0,1453169664.0
1505402122710703897,17631,1505402122710465484,ardrone_base_link,71.0,0,-6,-14,-22,98905,486,0.0,0.0,0.0,-0.345999985933,-2.73300004005,-129.412994385,0,0.0,-0.0,-0.0,0.0189458224922,0.0126953842118,0.948918938637,0,0,0,0,0,1453174784.0
1505402122715309512,17632,1505402122715096854,ardrone_base_link,71.0,0,-8,-10,-20,98911,486,0.0,0.0,0.0,-0.345999985933,-2.73300004005,-129.412994385,0,0.0,-0.0,-0.0,0.0189352761954,0.0129740685225,0.947687983513,0,0,0,0,0,1453179648.0
1505402122717219409,17633,1505402122717026801,ardrone_base_link,71.0,0,-8,-10,-20,98908,486,0.0,0.0,0.0,-0.345999985933,-2.73300004005,-129.412002563,0,0.0,-0.0,-0.0,0.0189329329878,0.0101697724313,0.946046411991,0,0,0,0,0,1453184640.0
1505402122724965191,17634,1505402122724598069,ardrone_base_link,71.0,0,-10,-16,-16,98905,486,0.0,0.0,0.0,-0.345999985933,-2.73300004005,-129.412002563,0,0.0,-0.0,-0.0,0.0189227573574,0.00896740052849,0.947197258472,0,0,0,0,0,1453189760.0
1505402122728285308,17635,1505402122728085515,ardrone_base_link,71.0,0,-10,-16,-16,98905,486,0.0,0.0,0.0,-0.345999985933,-2.73300004005,-129.410995483,0,0.0,-0.0,-0.0,0.0189136173576,0.0080326013267,0.947230935097,0,0,0,0,0,1453194624.0
1505402122732170652,17636,1505402122731913128,ardrone_base_link,71.0,0,-11,-17,-17,98898,486,0.0,0.0,0.0,-0.345999985933,-2.73300004005,-129.410003662,0,0.0,-0.0,-0.0,0.0189084894955,0.00822584703565,0.947936534882,0,0,0,0,0,1453199616.0
1505402122743976771,17637,1505402122743723322,ardrone_base_link,71.0,0,-11,-17,-17,98895,486,0.0,0.0,0.0,-0.345999985933,-2.73300004005,-129.408996582,0,0.0,-0.0,-0.0,0.020471457392,0.00825567170978,0.94786375761,0,0,0,0,0,1453204608.0
1505402122745812113,17638,1505402122745576985,ardrone_base_link,71.0,0,-10,-12,-24,98898,486,0.0,0.0,0.0,-0.347000002861,-2.73399996758,-129.408004761,0,0.0,-0.0,-0.0,0.020841024816,0.00542490556836,0.946950674057,0,0,0,0,0,1453209984.0
1505402122747484952,17639,1505402122747271695,ardrone_base_link,71.0,0,-10,-12,-24,98905,486,0.0,0.0,0.0,-0.347000002861,-2.7349998951,-129.408004761,0,0.0,-0.0,-0.0,0.0224718749523,0.00580837856978,0.947541475296,0,0,0,0,0,1453214848.0
1505402122752543300,17640,1505402122752310658,ardrone_base_link,71.0,0,-6,-14,-18,98908,486,0.0,0.0,0.0,-0.347999989986,-2.7349998951,-129.406997681,0,0.0,-0.0,-0.0,0.0206036642194,0.00374426762573,0.947279810905,0,0,0,0,0,1453219840.0
1505402122757505025,17641,1505402122757323619,ardrone_base_link,71.0,0,-6,-14,-18,98902,486,0.0,0.0,0.0,-0.347999989986,-2.7349998951,-129.406997681,0,0.0,-0.0,-0.0,0.0194661188871,0.00825658161193,0.947524905205,0,0,0,0,0,1453224832.0
1505402122762574811,17642,1505402122762101853,ardrone_base_link,71.0,0,0,-12,-20,98895,486,0.0,0.0,0.0,-0.347999989986,-2.7349998951,-129.406005859,0,0.0,-0.0,-0.0,0.0181999281049,0.00883112195879,0.947573244572,0,0,0,0,0,1453229824.0
1505402122776219503,17643,1505402122775988602,ardrone_base_link,71.0,0,0,-12,-20,98902,486,0.0,0.0,0.0,-0.347000002861,-2.7349998951,-129.404998779,0,0.0,-0.0,-0.0,0.0175612084568,0.0116409938782,0.947253882885,0,0,0,0,0,1453234816.0
1505402122776224232,17644,1505402122776028990,ardrone_base_link,71.0,0,-10,-20,-14,98902,486,0.0,0.0,0.0,-0.347000002861,-2.73600006104,-129.404998779,0,0.0,-0.0,-0.0,0.0195490848273,0.0121061410755,0.947462379932,0,0,0,0,0,1453240192.0
1505402122777653255,17645,1505402122777439130,ardrone_base_link,71.0,0,-10,-20,-14,98902,486,0.0,0.0,0.0,-0.345999985933,-2.73600006104,-129.404006958,0,0.0,-0.0,-0.0,0.0187108032405,0.0108752492815,0.947337865829,0,0,0,0,0,1453244928.0
1505402122782759215,17646,1505402122782512663,ardrone_base_link,71.0,0,-7,-15,-19,98905,486,0.0,0.0,0.0,-0.345999985933,-2.73600006104,-129.402999878,0,0.0,-0.0,-0.0,0.0197790991515,0.0127404630184,0.947413086891,0,0,0,0,0,1453250048.0
1505402122789605482,17647,1505402122789360527,ardrone_base_link,71.0,0,-7,-15,-19,98898,486,0.0,0.0,0.0,-0.344999998808,-2.73600006104,-129.402999878,0,0.0,-0.0,-0.0,0.0185490902513,0.0105062099174,0.947464823723,0,0,0,0,0,1453255040.0
1505402122793120080,17648,1505402122792958824,ardrone_base_link,71.0,0,-7,-11,-17,98895,486,0.0,0.0,0.0,-0.344999998808,-2.73699998856,-129.402999878,0,0.0,-0.0,-0.0,0.0186796151102,0.0123776225373,0.947351098061,0,0,0,0,0,1453260032.0
1505402122797430286,17649,1505402122797240647,ardrone_base_link,71.0,0,-7,-11,-17,98902,486,0.0,0.0,0.0,-0.344000011683,-2.73699998856,-129.402999878,0,0.0,-0.0,-0.0,0.0190491806716,0.0111049981788,0.947436511517,0,0,0,0,0,1453265024.0
1505402122807050051,17650,1505402122806835835,ardrone_base_link,71.0,0,-6,-12,-20,98905,486,0.0,0.0,0.0,-0.342999994755,-2.73699998856,-129.402999878,0,0.0,-0.0,-0.0,0.0187580790371,0.0117078982294,0.947378396988,0,0,0,0,0,1453270016.0
1505402122808333527,17651,1505402122808158687,ardrone_base_link,71.0,0,-6,-12,-20,98902,486,0.0,0.0,0.0,-0.342999994755,-2.73699998856,-129.401992798,0,0.0,-0.0,-0.0,0.0192011017352,0.0118737807497,0.947402358055,0,0,0,0,0,1453275136.0
1505402122813617614,17652,1505402122813434508,ardrone_base_link,71.0,0,-8,-16,-20,98902,486,0.0,0.0,0.0,-0.342000007629,-2.73600006104,-129.401000977,0,0.0,-0.0,-0.0,0.0188593622297,0.0112588303164,0.947424829006,0,0,0,0,0,1453280128.0
1505402122817949483,17653,1505402122817704243,ardrone_base_link,71.0,0,-8,-16,-20,98905,486,0.0,0.0,0.0,-0.342000007629,-2.73600006104,-129.399993896,0,0.0,-0.0,-0.0,0.0188899170607,0.0118368752301,0.947384297848,0,0,0,0,0,1453285120.0
1505402122823343431,17654,1505402122822766318,ardrone_base_link,71.0,0,-9,-11,-23,98905,486,0.0,0.0,0.0,-0.340999990702,-2.73600006104,-129.399993896,0,0.0,-0.0,-0.0,0.0174811296165,0.0113895945251,0.947407245636,0,0,0,0,0,1453290368.0
1505402122829518703,17655,1505402122829279807,ardrone_base_link,71.0,0,-9,-11,-23,98905,486,0.0,0.0,0.0,-0.340000003576,-2.7349998951,-129.399993896,0,0.0,-0.0,-0.0,0.0154577568173,0.0115380585194,0.947371602058,0,0,0,0,0,1453295232.0
1505402122832716918,17656,1505402122832489357,ardrone_base_link,71.0,0,-6,-18,-22,98895,486,0.0,0.0,0.0,-0.338999986649,-2.7349998951,-129.399002075,0,0.0,-0.0,-0.0,0.0136717204005,0.0116453925148,0.94736379385,0,0,0,0,0,1453300224.0
1505402122841099706,17657,1505402122840842033,ardrone_base_link,71.0,0,-6,-18,-22,98895,486,0.0,0.0,0.0,-0.338999986649,-2.73399996758,-129.397994995,0,0.0,-0.0,-0.0,0.013801349327,0.0114162750542,0.94737547636,0,0,0,0,0,1453305344.0
1505402122843710827,17658,1505402122843521673,ardrone_base_link,71.0,0,-10,-14,-16,98905,486,0.0,0.0,0.0,-0.337999999523,-2.73399996758,-129.397003174,0,0.0,-0.0,-0.0,0.0167680624872,0.0116659263149,0.947380363941,0,0,0,0,0,1453310336.0
1505402122847830079,17659,1505402122847654554,ardrone_base_link,71.0,0,-10,-14,-16,98898,486,0.0,0.0,0.0,-0.337999999523,-2.73399996758,-129.395996094,0,0.0,-0.0,-0.0,0.0191579852253,0.0115170078352,0.947411119938,0,0,0,0,0,1453315328.0
1505402122854045379,17660,1505402122853877875,ardrone_base_link,71.0,0,-7,-17,-21,98889,486,0.0,0.0,0.0,-0.337999999523,-2.73399996758,-129.395004272,0,0.0,-0.0,-0.0,0.0209603495896,0.0115730278194,0.947414040565,0,0,0,0,0,1453320320.0
1505402122857782298,17661,1505402122857594040,ardrone_base_link,71.0,0,-7,-17,-21,98895,486,0.0,0.0,0.0,-0.337000012398,-2.73399996758,-129.395004272,0,0.0,-0.0,-0.0,0.019657690078,0.0116244805977,0.947407245636,0,0,0,0,0,1453325312.0
1505402122863081232,17662,1505402122862769490,ardrone_base_link,71.0,0,-9,-13,-19,98902,486,0.0,0.0,0.0,-0.337000012398,-2.73399996758,-129.393997192,0,0.0,-0.0,-0.0,0.0184758156538,0.0115479556844,0.947404325008,0,0,0,0,0,1453330560.0
1505402122875831954,17663,1505402122875566755,ardrone_base_link,71.0,0,-9,-13,-19,98898,486,0.0,0.0,0.0,-0.337000012398,-2.73399996758,-129.393005371,0,0.0,-0.0,-0.0,0.0182469710708,0.0116655360907,0.947395026684,0,0,0,0,0,1453335424.0
1505402122877322455,17664,1505402122877118160,ardrone_base_link,71.0,0,-9,-11,-23,98898,486,0.0,0.0,0.0,-0.337000012398,-2.73399996758,-129.393005371,0,0.0,-0.0,-0.0,0.018428446725,0.0116426050663,0.947403788567,0,0,0,0,0,1453340544.0
1505402122879200956,17665,1505402122878964256,ardrone_base_link,71.0,0,-9,-11,-23,98902,486,0.0,0.0,0.0,-0.33599999547,-2.73399996758,-129.391998291,0,0.0,-0.0,-0.0,0.0195064581931,0.0116895530373,0.947406232357,0,0,0,0,0,1453345408.0
1505402122884289943,17666,1505402122884033098,ardrone_base_link,71.0,0,-4,-10,-22,98908,486,0.0,0.0,0.0,-0.33599999547,-2.73399996758,-129.391998291,0,0.0,-0.0,-0.0,0.0190381780267,0.011726655066,0.947404325008,0,0,0,0,0,1453350528.0
1505402122888027916,17667,1505402122887870690,ardrone_base_link,71.0,0,-4,-10,-22,98908,486,0.0,0.0,0.0,-0.33599999547,-2.73399996758,-129.39100647,0,0.0,-0.0,-0.0,0.0189638268203,0.0116924485192,0.947404801846,0,0,0,0,0,1453355520.0
1505402122893391559,17668,1505402122893181358,ardrone_base_link,71.0,0,-4,-16,-20,98902,486,0.0,0.0,0.0,-0.335000008345,-2.73399996758,-129.39100647,0,0.0,-0.0,-0.0,0.018825776875,0.0117082213983,0.947401344776,0,0,0,0,0,1453360512.0
1505402122898083947,17669,1505402122897772407,ardrone_base_link,71.0,0,-4,-16,-20,98898,486,0.0,0.0,0.0,-0.335000008345,-2.73399996758,-129.38999939,0,0.0,-0.0,-0.0,0.0187526345253,0.0116559825838,0.947402834892,0,0,0,0,0,1453365504.0
1505402122906044603,17670,1505402122905756399,ardrone_base_link,71.0,0,-8,-14,-20,98892,486,0.0,0.0,0.0,-0.335000008345,-2.73399996758,-129.38999939,0,0.0,-0.0,-0.0,0.019083769992,0.011626352556,0.947405278683,0,0,0,0,0,1453370880.0
1505402122908661173,17671,1505402122908419396,ardrone_base_link,71.0,0,-8,-14,-20,98895,486,0.0,0.0,0.0,-0.335000008345,-2.73399996758,-129.389007568,0,0.0,-0.0,-0.0,0.0189602542669,0.0116121387109,0.947402834892,0,0,0,0,0,1453375872.0
1505402122913448871,17672,1505402122913211447,ardrone_base_link,71.0,0,-1,-11,-15,98902,486,0.0,0.0,0.0,-0.335000008345,-2.73399996758,-129.389007568,0,0.0,-0.0,-0.0,0.0189823098481,0.011594411917,0.947404325008,0,0,0,0,0,1453380736.0
1505402122919159238,17673,1505402122918967562,ardrone_base_link,71.0,0,-1,-11,-15,98902,486,0.0,0.0,0.0,-0.333999991417,-2.73399996758,-129.388000488,0,0.0,-0.0,-0.0,0.0189554486424,0.011615883559,0.947403788567,0,0,0,0,0,1453385728.0
1505402122923486537,17674,1505402122923079331,ardrone_base_link,71.0,0,-8,-12,-22,98895,486,0.0,0.0,0.0,-0.333999991417,-2.73399996758,-129.386993408,0,0.0,-0.0,-0.0,0.018901290372,0.0116165466607,0.947401881218,0,0,0,0,0,1453390720.0
1505402122928096349,17675,1505402122927913222,ardrone_base_link,71.0,0,-8,-12,-22,98895,486,0.0,0.0,0.0,-0.333000004292,-2.73399996758,-129.386993408,0,0.0,-0.0,-0.0,0.019012061879,0.0116122420877,0.947405278683,0,0,0,0,0,1453395712.0
1505402122934612248,17676,1505402122934379839,ardrone_base_link,71.0,0,-8,-16,-22,98908,486,0.0,0.0,0.0,-0.333000004292,-2.73399996758,-129.386001587,0,0.0,-0.0,-0.0,0.0189742911607,0.0115948971361,0.947402358055,0,0,0,0,0,1453400704.0
1505402122938530092,17677,1505402122938286886,ardrone_base_link,71.0,0,-8,-16,-22,98902,486,0.0,0.0,0.0,-0.333000004292,-2.73399996758,-129.386001587,0,0.0,-0.0,-0.0,0.018996335566,0.0115617141128,0.947404801846,0,0,0,0,0,1453405824.0
1505402122944287007,17678,1505402122943830740,ardrone_base_link,71.0,0,-13,-11,-21,98902,486,0.0,0.0,0.0,-0.333000004292,-2.73399996758,-129.384994507,0,0.0,-0.0,-0.0,0.0189964864403,0.0115449689329,0.947402834892,0,0,0,0,0,1453410944.0
1505402122951304351,17679,1505402122951098783,ardrone_base_link,71.0,0,-13,-11,-21,98908,486,0.0,0.0,0.0,-0.333000004292,-2.73399996758,-129.384994507,0,0.0,-0.0,-0.0,0.018964856863,0.0115379784256,0.947403311729,0,0,0,0,0,1453416192.0
1505402122953638593,17680,1505402122953436250,ardrone_base_link,71.0,0,-3,-15,-19,98902,486,0.0,0.0,0.0,-0.331999987364,-2.7349998951,-129.384002686,0,0.0,-0.0,-0.0,0.0189821794629,0.0115529038012,0.947404325008,0,0,0,0,0,1453420928.0
1505402122958308469,17681,1505402122958121321,ardrone_base_link,71.0,0,-3,-15,-19,98892,486,0.0,0.0,0.0,-0.331999987364,-2.73399996758,-129.384002686,0,0.0,-0.0,-0.0,0.0173756089061,0.0115739991888,0.947392106056,0,0,0,0,0,1453425920.0
1505402122963606711,17682,1505402122963152243,ardrone_base_link,71.0,0,-4,-14,-22,98895,486,0.0,0.0,0.0,-0.331000000238,-2.73399996758,-129.382995605,0,0.0,-0.0,-0.0,0.0169880483299,0.0115984212607,0.947391092777,0,0,0,0,0,1453430784.0
1505402122969536099,17683,1505402122969252675,ardrone_base_link,71.0,0,-4,-14,-22,98898,486,0.0,0.0,0.0,-0.331000000238,-2.73300004005,-129.382995605,0,0.0,-0.0,-0.0,0.0153226954862,0.0116100553423,0.947378396988,0,0,0,0,0,1453436032.0
1505402122975805501,17684,1505402122975605136,ardrone_base_link,71.0,0,-8,-14,-22,98892,486,0.0,0.0,0.0,-0.330000013113,-2.73300004005,-129.382995605,0,0.0,-0.0,-0.0,0.0171576607972,0.0116195455194,0.947393059731,0,0,0,0,0,1453440896.0
1505402122984119966,17685,1505402122983508207,ardrone_base_link,71.0,0,-8,-14,-22,98895,486,0.0,0.0,0.0,-0.330000013113,-2.73300004005,-129.382003784,0,0.0,-0.0,-0.0,0.018293151632,0.0116098998114,0.947398900986,0,0,0,0,0,1453446016.0
1505402122984124637,17686,1505402122983600152,ardrone_base_link,71.0,0,-7,-15,-21,98902,486,0.0,0.0,0.0,-0.330000013113,-2.73300004005,-129.382003784,0,0.0,-0.0,-0.0,0.0195808634162,0.0115914558992,0.947408676147,0,0,0,0,0,1453451136.0
1505402122989437960,17687,1505402122989175160,ardrone_base_link,71.0,0,-7,-15,-21,98902,486,0.0,0.0,0.0,-0.330000013113,-2.73300004005,-129.382003784,0,0.0,-0.0,-0.0,0.0202755331993,0.0100376913324,0.947420418262,0,0,0,0,0,1453456256.0
1505402122993602054,17688,1505402122993390322,ardrone_base_link,71.0,0,-9,-11,-23,98898,486,0.0,0.0,0.0,-0.328999996185,-2.73300004005,-129.380996704,0,0.0,-0.0,-0.0,0.0183535031974,0.00813562236726,0.947416007519,0,0,0,0,0,1453461120.0
1505402122998607288,17689,1505402122998476279,ardrone_base_link,71.0,0,-9,-11,-23,98902,486,0.0,0.0,0.0,-0.330000013113,-2.73300004005,-129.380004883,0,0.0,-0.0,-0.0,0.0192409101874,0.00465679029003,0.94743847847,0,0,0,0,0,1453466112.0
1505402123008103162,17690,1505402123007796323,ardrone_base_link,71.0,0,-10,-16,-24,98905,486,0.0,0.0,0.0,-0.330000013113,-2.73300004005,-129.380004883,0,0.0,-0.0,-0.0,0.0181887876242,0.00300887529738,0.947440445423,0,0,0,0,0,1453471232.0
1505402123010827642,17691,1505402123010645320,ardrone_base_link,71.0,0,-10,-16,-24,98902,486,0.0,0.0,0.0,-0.331000000238,-2.73200011253,-129.378997803,0,0.0,-0.0,-0.0,0.019410321489,0.00246319384314,0.947449684143,0,0,0,0,0,1453476096.0
1505402123015638967,17692,1505402123015455212,ardrone_base_link,71.0,0,-6,-16,-14,98898,486,0.0,0.0,0.0,-0.331999987364,-2.73200011253,-129.378005981,0,0.0,-0.0,-0.0,0.0192529447377,0.0031375202816,0.947446286678,0,0,0,0,0,1453481216.0
1505402123018838391,17693,1505402123018682680,ardrone_base_link,71.0,0,-6,-16,-14,98898,486,0.0,0.0,0.0,-0.331999987364,-2.73200011253,-129.378005981,0,0.0,-0.0,-0.0,0.0188655927777,0.00443360954523,0.947438001633,0,0,0,0,0,1453486208.0
1505402123025511362,17694,1505402123025174712,ardrone_base_link,71.0,0,-5,-15,-17,98902,486,0.0,0.0,0.0,-0.333000004292,-2.73200011253,-129.376998901,0,0.0,-0.0,-0.0,0.0191445983946,0.00379605405033,0.947441875935,0,0,0,0,0,1453491328.0
1505402123029415408,17695,1505402123029112355,ardrone_base_link,71.0,0,-5,-15,-17,98898,486,0.0,0.0,0.0,-0.333999991417,-2.73200011253,-129.37600708,0,0.0,-0.0,-0.0,0.0186982620507,0.00400813110173,0.94743847847,0,0,0,0,0,1453496320.0
1505402123034210113,17696,1505402123034027059,ardrone_base_link,71.0,0,-9,-11,-17,98895,486,0.0,0.0,0.0,-0.335000008345,-2.73200011253,-129.37600708,0,0.0,-0.0,-0.0,0.0190432090312,0.00318646128289,0.947445809841,0,0,0,0,0,1453501440.0
1505402123041715367,17697,1505402123041433137,ardrone_base_link,71.0,0,-9,-11,-17,98902,486,0.0,0.0,0.0,-0.33599999547,-2.73200011253,-129.375,0,0.0,-0.0,-0.0,0.019017810002,0.0035811488051,0.947441875935,0,0,0,0,0,1453506304.0
1505402123044134100,17698,1505402123043873070,ardrone_base_link,71.0,0,-10,-12,-18,98902,486,0.0,0.0,0.0,-0.337000012398,-2.73200011253,-129.375,0,0.0,-0.0,-0.0,0.0188853237778,0.00384067650884,0.947441399097,0,0,0,0,0,1453511296.0
1505402123048865024,17699,1505402123048660856,ardrone_base_link,71.0,0,-10,-12,-18,98902,486,0.0,0.0,0.0,-0.337999999523,-2.73200011253,-129.37399292,0,0.0,-0.0,-0.0,0.0190190561116,0.003741488792,0.947442412376,0,0,0,0,0,1453516416.0
1505402123055260159,17700,1505402123055046106,ardrone_base_link,71.0,0,-6,-12,-22,98908,486,0.0,0.0,0.0,-0.338999986649,-2.73200011253,-129.37399292,0,0.0,-0.0,-0.0,0.0188433378935,0.00393102038652,0.947441399097,0,0,0,0,0,1453521408.0
1505402123059309724,17701,1505402123059147796,ardrone_base_link,71.0,0,-6,-12,-22,98908,486,0.0,0.0,0.0,-0.340000003576,-2.73200011253,-129.373001099,0,0.0,-0.0,-0.0,0.0189635884017,0.00366600370035,0.945913553238,0,0,0,0,0,1453526912.0
1505402123064310696,17702,1505402123064042734,ardrone_base_link,71.0,0,-13,-13,-17,98902,486,0.0,0.0,0.0,-0.340999990702,-2.73200011253,-129.371994019,0,0.0,-0.0,-0.0,0.0189754348248,0.00376065331511,0.945569336414,0,0,0,0,0,1453531648.0
1505402123069413987,17703,1505402123069217644,ardrone_base_link,71.0,0,-13,-13,-17,98902,486,0.0,0.0,0.0,-0.342000007629,-2.73200011253,-129.371002197,0,0.0,-0.0,-0.0,0.0189468339086,0.00381004763767,0.943966329098,0,0,0,0,0,1453536640.0
1505402123076771431,17704,1505402123076621307,ardrone_base_link,71.0,0,-11,-11,-21,98905,486,0.0,0.0,0.0,-0.344000011683,-2.73200011253,-129.371002197,0,0.0,-0.0,-0.0,0.0190158765763,0.00378880812787,0.945796847343,0,0,0,0,0,1453541504.0
1505402123079095751,17705,1505402123078938969,ardrone_base_link,71.0,0,-11,-11,-21,98905,486,0.0,0.0,0.0,-0.344999998808,-2.73200011253,-129.369995117,0,0.0,-0.0,-0.0,0.0189515687525,0.00386567017995,0.945358395576,0,0,0,0,0,1453546496.0
1505402123084239987,17706,1505402123083977484,ardrone_base_link,71.0,0,-10,-12,-14,98902,486,0.0,0.0,0.0,-0.344999998808,-2.73200011253,-129.369003296,0,0.0,-0.0,-0.0,0.018977439031,0.0053217895329,0.946239233017,0,0,0,0,0,1453551488.0
1505402123089370185,17707,1505402123089228730,ardrone_base_link,71.0,0,-10,-12,-14,98902,486,0.0,0.0,0.0,-0.344999998808,-2.73200011253,-129.369003296,0,0.0,-0.0,-0.0,0.0189655590802,0.00719542521983,0.945259749889,0,0,0,0,0,1453556480.0
1505402123094164040,17708,1505402123093993152,ardrone_base_link,71.0,0,-4,-14,-12,98911,486,0.0,0.0,0.0,-0.344999998808,-2.73300004005,-129.369003296,0,0.0,-0.0,-0.0,0.0189291741699,0.0106681678444,0.945133805275,0,0,0,0,0,1453561728.0
1505402123100161598,17709,1505402123099970707,ardrone_base_link,71.0,0,-4,-14,-12,98905,486,0.0,0.0,0.0,-0.344000011683,-2.73200011253,-129.369003296,0,0.0,-0.0,-0.0,0.0189350228757,0.0122790997848,0.947059094906,0,0,0,0,0,1453566720.0
1505402123108552556,17710,1505402123108315141,ardrone_base_link,71.0,0,0,-10,-18,98902,486,0.0,0.0,0.0,-0.344000011683,-2.73200011253,-129.367996216,0,0.0,-0.0,-0.0,0.0188957657665,0.011282411404,0.947248995304,0,0,0,0,0,1453572096.0
1505402123109901540,17711,1505402123109677816,ardrone_base_link,71.0,0,0,-10,-18,98908,486,0.0,0.0,0.0,-0.344000011683,-2.73200011253,-129.367996216,0,0.0,-0.0,-0.0,0.0188946537673,0.0101950783283,0.949089348316,0,0,0,0,0,1453577088.0
1505402123114653784,17712,1505402123114374736,ardrone_base_link,71.0,0,-4,-10,-18,98908,486,0.0,0.0,0.0,-0.344000011683,-2.73200011253,-129.367004395,0,0.0,-0.0,-0.0,0.018904350698,0.00720726791769,0.947031736374,0,0,0,0,0,1453581824.0
1505402123120820276,17713,1505402123120643620,ardrone_base_link,71.0,0,-4,-10,-18,98905,486,0.0,0.0,0.0,-0.344000011683,-2.73200011253,-129.365997314,0,0.0,-0.0,-0.0,0.0189116690308,0.00966288149357,0.947496592999,0,0,0,0,0,1453586816.0
1505402123124028024,17714,1505402123123826325,ardrone_base_link,71.0,0,-9,-13,-21,98898,486,0.0,0.0,0.0,-0.344000011683,-2.73099994659,-129.365005493,0,0.0,-0.0,-0.0,0.0189601369202,0.00899870321155,0.946739733219,0,0,0,0,0,1453591680.0
1505402123130777220,17715,1505402123130581220,ardrone_base_link,71.0,0,-9,-13,-21,98898,486,0.0,0.0,0.0,-0.344000011683,-2.73099994659,-129.365005493,0,0.0,-0.0,-0.0,0.018989123404,0.00925618503243,0.947517573833,0,0,0,0,0,1453596800.0
1505402123135207244,17716,1505402123134920079,ardrone_base_link,71.0,0,-3,-11,-23,98898,486,0.0,0.0,0.0,-0.344000011683,-2.73099994659,-129.365005493,0,0.0,-0.0,-0.0,0.0190299414098,0.00607325928286,0.947742700577,0,0,0,0,0,1453602432.0
1505402123141623818,17717,1505402123141362859,ardrone_base_link,71.0,0,-3,-11,-23,98902,486,0.0,0.0,0.0,-0.344999998808,-2.73099994659,-129.363998413,0,0.0,-0.0,-0.0,0.0190553106368,0.00229446403682,0.947387218475,0,0,0,0,0,1453606784.0
