%time,field.header.seq,field.header.stamp,field.header.frame_id,field.orientation.x,field.orientation.y,field.orientation.z,field.orientation.w,field.orientation_covariance0,field.orientation_covariance1,field.orientation_covariance2,field.orientation_covariance3,field.orientation_covariance4,field.orientation_covariance5,field.orientation_covariance6,field.orientation_covariance7,field.orientation_covariance8,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.angular_velocity_covariance0,field.angular_velocity_covariance1,field.angular_velocity_covariance2,field.angular_velocity_covariance3,field.angular_velocity_covariance4,field.angular_velocity_covariance5,field.angular_velocity_covariance6,field.angular_velocity_covariance7,field.angular_velocity_covariance8,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,field.linear_acceleration_covariance0,field.linear_acceleration_covariance1,field.linear_acceleration_covariance2,field.linear_acceleration_covariance3,field.linear_acceleration_covariance4,field.linear_acceleration_covariance5,field.linear_acceleration_covariance6,field.linear_acceleration_covariance7,field.linear_acceleration_covariance8
1505402119074627452,16909,1505402119074499495,ardrone_base_link,-0.0213700255192,-0.0075933882596,-0.905501570259,0.423736437804,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100000.0,-0.00140708684921,0.000229672528803,-0.000992171932012,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.18602267541,0.114581924863,9.2845285058,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1
1505402119077883403,16910,1505402119077610099,ardrone_base_link,-0.0213779284656,-0.0075970874535,-0.905501399844,0.423736337028,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100000.0,-0.000995729118586,-0.000612833537161,-0.000891062663868,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.174302707985,0.114453015663,9.28449053764,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1
1505402119084439780,16911,1505402119084056278,ardrone_base_link,-0.0213778616982,-0.00759727533187,-0.905497675827,0.423744294958,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100000.0,-0.000576667487621,-0.000385337509215,-0.00125993648544,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.183422166854,0.114332393743,9.28455712795,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1
1505402119090452203,16912,1505402119090248718,ardrone_base_link,-0.0213857627265,-0.00760097371282,-0.905497505384,0.423744194172,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100000.0,-0.000329565285938,-0.000531325116754,-0.000228400807828,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.189824036509,0.1142374916,9.28456238508,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1
1505402119095743380,16913,1505402119095411051,ardrone_base_link,-0.0213856969371,-0.00760115881236,-0.905493837724,0.423752031493,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100000.0,0.000211074948311,3.95970419049e-05,0.000870655057952,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.186790216342,0.114170527086,9.28457640409,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1
1505402119097969379,16914,1505402119097729649,ardrone_base_link,-0.0213856301339,-0.007601346759,-0.90549011357,0.423759989356,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100000.0,-0.000168316066265,-0.000115304253995,0.00136986281723,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.187938388065,0.114140636288,9.28456238508,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1
1505402119103048522,16915,1505402119102843953,ardrone_base_link,-0.0213934652715,-0.00760523044397,-0.905486275264,0.42376772579,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100000.0,0.000451356172562,-0.000529712997377,0.00105174514465,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.182949755341,0.114031204022,9.28453317881,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1
1505402119108572476,16916,1505402119108364637,ardrone_base_link,-0.0213897671882,-0.00761313232652,-0.905486208862,0.423767912468,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100000.0,0.000767104327679,0.000330029055476,0.000117372022942,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.184917601198,0.113875370286,9.28455712795,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1
1505402119113119900,16917,1505402119112915338,ardrone_base_link,-0.0213897002798,-0.00761332030894,-0.905482484567,0.423775870264,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100000.0,0.00144870206714,0.000211308710277,-0.000218122033402,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.186471137777,0.113652900606,9.28455245495,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1
1505402119121194288,16918,1505402119121022531,ardrone_base_link,-0.0213860021254,-0.00762122215841,-0.905482418094,0.423776056908,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100000.0,0.00179901346564,0.00106801930815,-0.000475551001728,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.185593379661,0.113377275504,9.28456238508,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1
1505402119127337563,16919,1505402119127132265,ardrone_base_link,-0.0213939049071,-0.00762492169276,-0.905482247412,0.423775956166,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100000.0,0.00142372399569,-0.000144894234836,-7.99324479885e-05,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.186640296876,0.113083432987,9.28455712795,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1
1505402119128430513,16920,1505402119128119929,ardrone_base_link,-0.0213938378951,-0.00762510971154,-0.905478523047,0.423783913927,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100000.0,0.000657588243484,-0.00104948040098,-0.000299279228784,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.185081211105,0.112767968699,9.28455245495,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1
