%time,field.header.seq,field.header.stamp,field.header.frame_id,field.vector.x,field.vector.y,field.vector.z
1505402119516526140,16996,1505402119516366275,ardrone_base_link,-0.174077659845,-0.696310639381,-0.696310639381
1505402119520274711,16997,1505402119520106328,ardrone_base_link,-0.174077659845,-0.696310639381,-0.696310639381
1505402119525523930,16998,1505402119525331348,ardrone_base_link,-0.353006780148,-0.481372892857,-0.802288174629
1505402119530372374,16999,1505402119530206410,ardrone_base_link,-0.353006780148,-0.481372892857,-0.802288174629
1505402119536749954,17000,1505402119536543381,ardrone_base_link,-0.272681295872,-0.50640809536,-0.818043828011
1505402119542337431,17001,1505402119542087395,ardrone_base_link,-0.272681295872,-0.50640809536,-0.818043828011
1505402119545479547,17002,1505402119545278103,ardrone_base_link,-0.237732455134,-0.577350258827,-0.781120955944
1505402119550229936,17003,1505402119550055271,ardrone_base_link,-0.237732455134,-0.577350258827,-0.781120955944
1505402119555406915,17004,1505402119555238681,ardrone_base_link,-0.368964016438,-0.614940047264,-0.696932077408
1505402119560383053,17005,1505402119560156234,ardrone_base_link,-0.368964016438,-0.614940047264,-0.696932077408
1505402119565570788,17006,1505402119565407271,ardrone_base_link,-0.525923728943,-0.364101022482,-0.768657743931
1505402119577096537,17007,1505402119576896669,ardrone_base_link,-0.525923728943,-0.364101022482,-0.768657743931
1505402119581657518,17008,1505402119581272552,ardrone_base_link,-0.660978972912,-0.484717905521,-0.572848439217
1505402119582859866,17009,1505402119582493995,ardrone_base_link,-0.660978972912,-0.484717905521,-0.572848439217
1505402119588270160,17010,1505402119588049383,ardrone_base_link,-0.287641257048,-0.415481805801,-0.862923741341
1505402119590547543,17011,1505402119590368004,ardrone_base_link,-0.287641257048,-0.415481805801,-0.862923741341
1505402119595617049,17012,1505402119595449169,ardrone_base_link,-0.1902089715,-0.570626914501,-0.79887765646
1505402119600662487,17013,1505402119600504392,ardrone_base_link,-0.1902089715,-0.570626914501,-0.79887765646
1505402119610424523,17014,1505402119610202984,ardrone_base_link,-0.172773689032,-0.604707896709,-0.777481555939
1505402119611591507,17015,1505402119611462016,ardrone_base_link,-0.172773689032,-0.604707896709,-0.777481555939
1505402119617038446,17016,1505402119616842852,ardrone_base_link,-0.298142403364,-0.596284806728,-0.745356023312
1505402119620752605,17017,1505402119620400685,ardrone_base_link,-0.298142403364,-0.596284806728,-0.745356023312
1505402119629734564,17018,1505402119629511919,ardrone_base_link,-0.206528514624,-0.619585573673,-0.757271230221
1505402119634575454,17019,1505402119634360564,ardrone_base_link,-0.206528514624,-0.619585573673,-0.757271230221
1505402119635814267,17020,1505402119635641785,ardrone_base_link,-0.279751420021,-0.46625238657,-0.839254319668
1505402119640960687,17021,1505402119640778749,ardrone_base_link,-0.279751420021,-0.46625238657,-0.839254319668
1505402119646329044,17022,1505402119646177309,ardrone_base_link,-0.431889474392,-0.431889474392,-0.791797339916
1505402119653297063,17023,1505402119653148768,ardrone_base_link,-0.431889474392,-0.431889474392,-0.791797339916
1505402119656037201,17024,1505402119655894500,ardrone_base_link,-0.43379765749,-0.354925364256,-0.828159153461
1505402119661485728,17025,1505402119660831636,ardrone_base_link,-0.43379765749,-0.354925364256,-0.828159153461
1505402119667648275,17026,1505402119667369613,ardrone_base_link,-0.345032781363,-0.552052438259,-0.759072124958
1505402119671489524,17027,1505402119671295610,ardrone_base_link,-0.345032781363,-0.552052438259,-0.759072124958
1505402119678946153,17028,1505402119678769602,ardrone_base_link,-0.251577287912,-0.452839136124,-0.855362832546
1505402119681892171,17029,1505402119681543606,ardrone_base_link,-0.251577287912,-0.452839136124,-0.855362832546
1505402119686351273,17030,1505402119686132580,ardrone_base_link,-0.261785149574,-0.560968160629,-0.785355448723
1505402119691770754,17031,1505402119691593320,ardrone_base_link,-0.261785149574,-0.560968160629,-0.785355448723
1505402119696552939,17032,1505402119696317411,ardrone_base_link,-0.198418959975,-0.515889286995,-0.833359599113
1505402119701237929,17033,1505402119700989826,ardrone_base_link,-0.198418959975,-0.515889286995,-0.833359599113
1505402119713968421,17034,1505402119713481492,ardrone_base_link,-0.418039798737,-0.487713098526,-0.766406297684
1505402119714250602,17035,1505402119714060771,ardrone_base_link,-0.418039798737,-0.487713098526,-0.766406297684
1505402119716906147,17036,1505402119716775501,ardrone_base_link,-0.261785149574,-0.560968160629,-0.785355448723
1505402119721214615,17037,1505402119721053225,ardrone_base_link,-0.261785149574,-0.560968160629,-0.785355448723
1505402119726366525,17038,1505402119726229307,ardrone_base_link,-0.401609659195,-0.562253534794,-0.722897410393
1505402119731449785,17039,1505402119731281449,ardrone_base_link,-0.401609659195,-0.562253534794,-0.722897410393
1505402119736336601,17040,1505402119736143112,ardrone_base_link,-0.304114371538,-0.456171542406,-0.836314499378
