%time,field.data
1505419082242500054,1
1505419083890755074,0
1505419086306484752,1
1505419088714259675,0
1505419092098235196,1
1505419094682366952,0
1505419098482065118,1
1505419100961830133,0
1505419105473752644,1
1505419107650162924,0
1505419112385749476,1
1505419115665538020,0
