%time,field.linear.x,field.linear.y,field.linear.z,field.angular.x,field.angular.y,field.angular.z
1505419079938475793,0.00549358867271,0.00830178593072,0.239966493845,0.0,0.0,-0.0419665380127
1505419079988480433,0.00376871888411,0.00965960018775,0.22684494853,0.0,0.0,-0.0420048743357
1505419080038524880,0.00239575847359,0.0132348782154,0.212450188398,0.0,0.0,-0.0417360469982
1505419080088484229,0.00180132233796,0.010367295164,0.197188568115,0.0,0.0,-0.041167046984
1505419080138562413,0.000887274627272,0.00866367666697,0.181440186501,0.0,0.0,-0.0402865696696
1505419080188451941,0.00138782291008,0.00859297883448,0.165329945087,0.0,0.0,-0.0401701762295
1505419080238568614,0.00230119226955,0.00666653471194,0.148912858963,0.0,0.0,-0.0395436773101
1505419080288568460,0.00281227730759,0.00732812563245,0.132472109795,0.0,0.0,-0.0386574668098
1505419080338543281,0.00332264809787,0.00310897244069,0.116285514832,0.0,0.0,-0.0376879788252
1505419080388478841,0.00233600209755,0.000294119388394,0.100404632092,0.0,0.0,-0.0364565795863
1505419080438591790,0.00175969367783,-0.00105097681287,0.0849052786827,0.0,0.0,-0.0354004905748
1505419080488534182,0.000493633827784,-0.00221618943658,0.0695262074471,0.0,0.0,-0.03420966824
1505419080538481239,0.000128818068361,-0.00269334883203,0.0542464971542,0.0,0.0,-0.0327743940748
1505419080588604922,-0.000873694128976,-0.00362844157846,0.039410007,0.0,0.0,-0.0310023355021
1505419080638571425,-0.00175456668244,-0.00404315692767,0.0248599767685,0.0,0.0,-0.0292237251942
1505419080688495518,-0.00253526992319,-0.00660786704185,0.010976266861,0.0,0.0,-0.0276522601305
1505419080738726502,-0.00407870871978,-0.00843098559086,-0.00203113555908,0.0,0.0,-0.0259577817314
1505419080788528576,-0.00427917680331,-0.0084026553028,-0.0142800688744,0.0,0.0,-0.0238705745165
1505419080838581878,-0.00512891277676,-0.00866112491094,-0.0253676652908,0.0,0.0,-0.022579592866
1505419080888504608,-0.00603587366596,-0.0107702156952,-0.0352381944656,0.0,0.0,-0.0205646827717
1505419080938499222,-0.00764515977825,-0.0102040984075,-0.0438318133354,0.0,0.0,-0.0192043470322
1505419080988471484,-0.00842168933077,-0.011851827676,-0.0512509822845,0.0,0.0,-0.0178533645875
1505419081038478435,-0.00993874341422,-0.0106899323939,-0.0575489878654,0.0,0.0,-0.0165042564944
1505419081088621041,-0.010305654824,-0.0107809757456,-0.062607395649,0.0,0.0,-0.015522906579
1505419081138483549,-0.0107556345302,-0.0101122577805,-0.0666868567467,0.0,0.0,-0.0141682392654
1505419081188653815,-0.00982383038088,-0.0087103597082,-0.0698273062706,0.0,0.0,-0.0132802377479
1505419081238574358,-0.0089781416829,-0.00884559395163,-0.0720038294792,0.0,0.0,-0.0121433614802
1505419081288962185,-0.008159834355,-0.00810263888019,-0.0733345627785,0.0,0.0,-0.0117943625316
1505419081338577411,-0.00590785735563,-0.0117168320527,-0.0738671302795,0.0,0.0,-0.0110451020243
