%time,field.linear.x,field.linear.y,field.linear.z,field.angular.x,field.angular.y,field.angular.z
1505429686823106376,0.0157869587577,-0.00486449331785,1.23806072474,0.0,0.0,-0.0478624009219
1505429686873032812,0.0158555781749,-0.00488953212646,1.23811493516,0.0,0.0,-0.0478409103259
1505429686923030139,0.0159419851178,-0.00489273519821,1.2380614996,0.0,0.0,-0.0478570325088
1505429686973101552,0.015825413616,-0.00486546816148,1.23806984425,0.0,0.0,-0.0478595420115
1505429687023011215,0.0158717886114,-0.00488902142579,1.2380673185,0.0,0.0,-0.0478479594916
1505429687073159777,0.0158158332757,-0.00487267078183,1.23811749071,0.0,0.0,-0.0478520461453
1505429687123295402,0.0159322735115,-0.00489067098315,1.23806816041,0.0,0.0,-0.0478520239976
1505429687173040342,0.0157772000804,-0.00486593245283,1.23812278435,0.0,0.0,-0.0478398928696
1505429687223057997,0.0159653642995,-0.00490471931361,1.23803758696,0.0,0.0,-0.0478456837261
1505429687273073267,0.0157708734017,-0.00485431252393,1.23808428347,0.0,0.0,-0.0478511018918
1505429687323088514,0.0158952887863,-0.0048865101636,1.2380824618,0.0,0.0,-0.0478339634411
1505429687373156974,0.0158687417672,-0.00488687689746,1.23807240352,0.0,0.0,-0.0478514317005
1505429687423044252,0.0158297140387,-0.00486507731593,1.23810408711,0.0,0.0,-0.0478448269834
1505429687472984569,0.0158694452879,-0.00488807493089,1.2381087102,0.0,0.0,-0.0478385599677
1505429687523125561,0.0158784598191,-0.00487968152883,1.23809266165,0.0,0.0,-0.0478568586916
1505429687573014241,0.0158650449318,-0.00487633472104,1.23807263076,0.0,0.0,-0.0478542048698
1505429687623063302,0.0158405762594,-0.00487903041613,1.23807994723,0.0,0.0,-0.0478645316591
1505429687673087340,0.0159097659149,-0.00488969618742,1.23803328425,0.0,0.0,-0.0478544963346
1505429687723034246,0.0158185312443,-0.00486902795685,1.23805863485,0.0,0.0,-0.0478653657856
1505429687772963630,0.0158906127893,-0.00489456443713,1.23804866225,0.0,0.0,-0.0478553320842
1505429687823088224,0.0158541704331,-0.00487106985833,1.23805870935,0.0,0.0,-0.0478668006281
1505429687873041062,0.0158824945905,-0.00488943350914,1.23804874048,0.0,0.0,-0.0478598280481
1505429687923088956,0.0158243507964,-0.00487422148241,1.23809058294,0.0,0.0,-0.0478545405409
1505429687973045350,0.0158839383391,-0.00489190918952,1.2380945392,0.0,0.0,-0.0478496526296
1505429688023069778,0.015861726567,-0.00487948450224,1.2380952619,0.0,0.0,-0.0478696509407
1505429688072958635,0.0158937715838,-0.0048844751573,1.23805457428,0.0,0.0,-0.0478507617427
1505429688123007684,0.0158116393565,-0.00487197967784,1.23809008002,0.0,0.0,-0.0478467464927
1505429688173090634,0.0158745737219,-0.00488589486617,1.2380952619,0.0,0.0,-0.0478560071666
1505429688223210296,0.0158455258894,-0.00487295376432,1.23810989112,0.0,0.0,-0.0478469527638
1505429688272947727,0.0158750019093,-0.00488020240577,1.23809309378,0.0,0.0,-0.0478233331644
1505429688323072697,0.0158909312158,-0.00488176307466,1.23805719689,0.0,0.0,-0.0480905406056
1505429688373045617,0.0157535201959,-0.00484674431851,1.23811720386,0.0,0.0,-0.0484337470325
1505429688423087453,0.0158711573808,-0.00491953265731,1.23814985976,0.0,0.0,-0.0482547124125
1505429688473080748,0.0158677631174,-0.0048959414885,1.23816762939,0.0,0.0,-0.0483478183492
1505429688522983504,0.0159179862153,-0.00489165598413,1.23808638453,0.0,0.0,-0.0484701876544
1505429688573134999,0.0157092163935,-0.00486096990894,1.23816729411,0.0,0.0,-0.0485122356692
1505429688623092072,0.0158893428819,-0.00492500207077,1.23817312047,0.0,0.0,-0.0485217594944
1505429688673005240,0.0158926962861,-0.00489881115857,1.23810537234,0.0,0.0,-0.0483994329179
1505429688723058032,0.015822829686,-0.00488831724173,1.23808443248,0.0,0.0,-0.0484715037861
1505429688773054938,0.0158630724381,-0.00491078523329,1.23807028756,0.0,0.0,-0.048291740073
1505429688823077133,0.0158225537501,-0.00486993389597,1.2380932726,0.0,0.0,-0.0482296283955
1505429688873285940,0.0159174644579,-0.00493204657105,1.23803324699,0.0,0.0,-0.0479809582365
1505429688923058211,0.0158443694201,-0.00487170373582,1.23798374161,0.0,0.0,-0.0486795409722
1505429688973104789,0.0158588349071,-0.00494329884982,1.23799668327,0.0,0.0,-0.0483939303465
1505429689023076413,0.0160273104156,-0.00487186278382,1.2378988944,0.0,0.0,-0.0478248801936
1505429689072995163,0.0157897264073,-0.00489719008824,1.23792903945,0.0,0.0,-0.0482422235386
1505429689123015487,0.0158045211743,-0.00483413507051,1.23799923509,0.0,0.0,-0.0490936029685
1505429689173028776,0.0159538678258,-0.00495985873836,1.2379239358,0.0,0.0,-0.0491294666824
1505429689223149815,0.0159398389032,-0.00496276687731,1.2378517583,0.0,0.0,-0.0489191998317
1505429689272980647,0.0159680095356,-0.00492409677329,1.23779832274,0.0,0.0,-0.0484209862964
1505429689323103158,0.0158873321526,-0.00488855075838,1.23784665838,0.0,0.0,-0.0480576813238
1505429689372983103,0.0160784422434,-0.0049428720436,1.23769197688,0.0,0.0,-0.0480018186879
1505429689423131829,0.015805978545,-0.0047986679773,1.23770150617,0.0,0.0,-0.0483676317848
1505429689473028644,0.0161296472054,-0.00516981210425,1.2375068523,0.0,0.0,-0.048664343524
1505429689523058033,0.0156827822902,-0.00474209775396,1.2376798436,0.0,0.0,-0.0487032397878
1505429689573066801,0.015915287014,-0.00497290186223,1.23780549765,0.0,0.0,-0.0489784353107
1505429689623128774,0.0161442859604,-0.00493515778883,1.23769349307,0.0,0.0,-0.0484760356922
1505429689673065217,0.0159357681987,-0.00499239090068,1.23757637367,0.0,0.0,-0.0484435161329
1505429689723033693,0.0157407150853,-0.00477197038749,1.23775727749,0.0,0.0,-0.0487378809158
1505429689772985707,0.0161359733361,-0.00501586043335,1.23769511729,0.0,0.0,-0.0485801795
1505429689823030798,0.0159515878431,-0.00493451333895,1.23759718686,0.0,0.0,-0.049306742259
1505429689873047079,0.0159430135446,-0.00497164554855,1.23756443411,0.0,0.0,-0.0490820456587
1505429689923091533,0.0159381241612,-0.00490134369466,1.23757308424,0.0,0.0,-0.0486072335502
1505429689973082849,0.0160998968286,-0.0049957340869,1.23751752898,0.0,0.0,-0.0494401801672
1505429690023057075,0.0159716703894,-0.00496193264679,1.23743546456,0.0,0.0,-0.0490734453846
1505429690073070958,0.0159921822582,-0.00487620578693,1.23726878017,0.0,0.0,-0.0500304541959
1505429690123027158,0.0161824784686,-0.00500950269777,1.23691365197,0.0,0.0,-0.0502914770381
1505429690173039654,0.0169037834522,-0.00522083631706,1.23579046577,0.0,0.0,-0.0508335248334
1505429690223148682,0.0167371589926,-0.00530609982476,1.23442977741,0.0,0.0,-0.0513700717663
1505429690273046599,0.0181081945174,-0.00587770761116,1.23199160099,0.0,0.0,-0.0511707639684
