%time,field.header.seq,field.header.stamp,field.header.frame_id,field.pose.position.x,field.pose.position.y,field.pose.position.z,field.pose.orientation.x,field.pose.orientation.y,field.pose.orientation.z,field.pose.orientation.w
1503103885338372290,59566,1503103885338173339,world,-0.0176976583898,0.167325675488,0.041778318584,0.22488501668,0.717730641365,-0.56060475111,0.346427202225
1503103885348567836,59567,1503103885348425644,world,0.147498995066,0.151373758912,0.0308376476169,-0.547487080097,-0.249679341912,0.733998417854,-0.314903765917
1503103885357837833,59568,1503103885357679499,world,0.102378576994,0.120116211474,0.167765274644,-0.549456059933,-0.25142249465,0.731996417046,-0.314747661352
1503103885368203937,59569,1503103885367983979,world,0.112683430314,0.131409779191,0.194803059101,-0.536426782608,-0.246278509498,0.742224097252,-0.317327320576
1503103885378454596,59570,1503103885378325427,world,0.122260116041,0.142115801573,0.222981184721,-0.560536682606,-0.255684822798,0.722992420197,-0.312579393387
1503103885388681785,59571,1503103885388556309,world,0.131110146642,0.151732802391,0.244833245873,-0.577386021614,-0.262259602547,0.708791792393,-0.308965265751
1503103885397957896,59572,1503103885397838874,world,0.13930387795,0.160379856825,0.261359989643,-0.587621867657,-0.266243994236,0.699844837189,-0.306646347046
1503103885408249821,59573,1503103885408116827,world,0.146647006273,0.167985662818,0.274037271738,-0.593659281731,-0.26858985424,0.694455504417,-0.305220782757
1503103885418482006,59574,1503103885418373327,world,0.153110861778,0.174598664045,0.283907949924,-0.597094893456,-0.269917607307,0.691361308098,-0.304370880127
1503103885427903828,59575,1503103885427768678,world,0.158772110939,0.180318459868,0.291528642178,-0.598677039146,-0.27051499486,0.689939081669,-0.30395963788
1503103885438192253,59576,1503103885438024808,world,0.158736526966,0.180297449231,0.291721493006,-0.599199771881,-0.270694434643,0.689472675323,-0.303828418255
1503103885448463050,59577,1503103885448290133,world,0.593168616295,0.39797231555,0.730549633503,-0.00570921367034,0.00379455788061,0.00780211761594,0.999946057796
1503103885448493519,59578,1503103885448319760,world,0.593059718609,0.398052096367,0.727393209934,-0.00422478374094,0.00302935461514,0.0060281320475,0.999968349934
1503103885458689126,59579,1503103885458547643,world,0.592691361904,0.398074120283,0.724669516087,-0.00516990525648,0.00413548294455,0.00790530722588,0.999946832657
1503103885478186956,59580,1503103885478009320,world,0.592524826527,0.398262441158,0.720908761024,-0.00571718346328,0.00434251083061,0.00769098848104,0.99994468689
1503103885478203087,59581,1503103885478039861,world,0.592068254948,0.398432075977,0.718240022659,-0.00577887101099,0.00472215516493,0.00838266778737,0.999937057495
1503103885488414677,59582,1503103885488297711,world,0.591751754284,0.398631751537,0.714794516563,-0.00611572992057,0.00456301076338,0.00861585699022,0.999933719635
1503103885507987545,59583,1503103885507826043,world,0.591357827187,0.398846149445,0.711643576622,-0.00683622946963,0.00456179864705,0.00839981902391,0.999930977821
1503103885508009454,59584,1503103885507853417,world,0.590805888176,0.398987740278,0.708819031715,-0.0067599285394,0.00451772566885,0.00877177622169,0.999928474426
1503103885518183522,59585,1503103885518056225,world,0.59013313055,0.399045795202,0.705026984215,-0.00109636655543,0.00512355845422,0.00397091731429,0.999978363514
1503103885528497290,59586,1503103885528377522,world,0.589489638805,0.399303823709,0.702405631542,-0.000895111297723,0.00570692308247,0.00411286903545,0.999974906445
1503103885547997366,59587,1503103885547849032,world,0.588900923729,0.399533599615,0.698901772499,-0.000466002878966,0.00556652760133,0.00437219394371,0.999974787235
1503103885548007508,59588,1503103885547876166,world,0.58837980032,0.399799048901,0.695774912834,-0.00177114503458,0.00571979489177,0.00483917165548,0.999970376492
1503103885558293934,59589,1503103885558149322,world,0.58758944273,0.40000090003,0.692878603935,-0.00076376600191,0.00572917191312,0.00464951898903,0.999972462654
1503103885577958541,59590,1503103885577708857,world,0.587023854256,0.400277972221,0.689206779003,-0.00185777980369,0.00570620037615,0.00535106426105,0.999967694283
1503103885588038824,59591,1503103885587950466,world,0.586193442345,0.400538682938,0.686689734459,-0.00137771992013,0.00566442497075,0.00534417526796,0.999968767166
1503103885598401537,59592,1503103885598242265,world,0.585355579853,0.40084913373,0.683140337467,0.000215919440961,0.00570117216557,0.00496846949682,0.999971330166
1503103885598449318,59593,1503103885598265329,world,0.584573030472,0.401198595762,0.680043637753,-0.00116390944459,0.00601731054485,0.00533179147169,0.999966979027
1503103885608589812,59594,1503103885608494723,world,0.583593964577,0.401557892561,0.677211821079,0.00167250155937,0.0059629403986,0.00403599673882,0.999972701073
1503103885628363685,59595,1503103885628205376,world,0.582761883736,0.401866227388,0.673509478569,0.00268862489611,0.0058277589269,0.0038076043129,0.999972105026
1503103885628383403,59596,1503103885628233680,world,0.581792831421,0.402233749628,0.671038985252,0.00235079997219,0.00626467261463,0.003337665461,0.999972045422
1503103885638660782,59597,1503103885638500416,world,0.580846965313,0.402608066797,0.667505681515,0.00373104959726,0.00576668139547,0.00226779351942,0.999973833561
1503103885648029524,59598,1503103885647839452,world,0.579875230789,0.402944892645,0.664488315582,0.00405619340017,0.0058478009887,0.00237615266815,0.999971866608
1503103885658316631,59599,1503103885658134718,world,0.578777194023,0.403346598148,0.66164714098,0.0052211470902,0.00624628271908,0.00112929276656,0.999966263771
1503103885668585256,59600,1503103885668440333,world,0.577800989151,0.403724014759,0.657970070839,0.00543298572302,0.00639800680801,0.00012367941963,0.999964773655
1503103885688173624,59601,1503103885687968424,world,0.576604902744,0.40411067009,0.655420541763,0.00873709470034,0.00708660902455,-0.000242802794673,0.999936699867
