%time,field.data
1505429386823890566,1.0
1505429386838000612,0.0
1505429386868878775,1.0
1505429386982160408,0.0
1505429387020091700,1.0
1505429387059877784,0.0
1505429387509872252,1.0
1505429387547696043,0.0
1505429387612153067,1.0
1505429387642404175,0.0
1505429387728525943,1.0
1505429387875442872,0.0
1505429388016332776,1.0
1505429388100038496,0.0
1505429388263953634,1.0
1505429388276202880,0.0
1505429388297600813,1.0
1505429388512158843,0.0
1505429388617008290,1.0
1505429388722331236,0.0
1505429389013555874,1.0
1505429389055863612,0.0
1505429395790142984,1.0
1505429395830580733,0.0
1505429395885332682,1.0
1505429395920437370,0.0
1505429395948713578,1.0
1505429396029724898,0.0
1505429397166673498,1.0
1505429397197193923,0.0
1505429397256833734,1.0
1505429397285619005,0.0
1505429397329739215,1.0
1505429397415461236,0.0
1505429397722970373,1.0
1505429397785953129,0.0
1505429397863185638,1.0
1505429397985344086,0.0
1505429398076520636,1.0
1505429398159395448,0.0
1505429398181225423,1.0
1505429398206415753,0.0
1505429398246838061,1.0
1505429398271846456,0.0
1505429398342107251,1.0
1505429398498367352,0.0
1505429398534961995,1.0
1505429398896752746,0.0
1505429398948917370,1.0
1505429399028139079,0.0
1505429399058175198,1.0
1505429399090380614,0.0
1505429399129289659,1.0
1505429399155607155,0.0
1505429399351493956,1.0
1505429399447273794,0.0
1505429399542542046,1.0
1505429399572625236,0.0
1505429399642968402,1.0
1505429399668049102,0.0
1505429399703757238,1.0
1505429399768598470,0.0
1505429399799002756,1.0
1505429399939314105,0.0
1505429399969431165,1.0
1505429400034599689,0.0
1505429400100311556,1.0
1505429400133961444,0.0
1505429400155739310,1.0
1505429400195374182,0.0
1505429400260764108,1.0
1505429400527413065,0.0
1505429400552542702,1.0
1505429400653193981,0.0
1505429400908808685,1.0
1505429401004271081,0.0
1505429401144945307,1.0
1505429401179993123,0.0
1505429401241513404,1.0
1505429401271483438,0.0
1505429401313655920,1.0
1505429401436156922,0.0
1505429401504103806,1.0
1505429401536719551,0.0
1505429401602122315,1.0
1505429401682462502,0.0
1505429401708086622,1.0
1505429401954393325,0.0
1505429402027637397,1.0
1505429402114257598,0.0
1505429406228071408,1.0
1505429406296746654,0.0
1505429406329045108,1.0
1505429406425516238,0.0
1505429406493896177,1.0
1505429406519522026,0.0
1505429406625761676,1.0
1505429406650127079,0.0
1505429406797667620,1.0
1505429406815674341,0.0
1505429407044833485,1.0
1505429407172885370,0.0
1505429407303438583,1.0
1505429407438590013,0.0
1505429407504141686,1.0
1505429407567933923,0.0
1505429407592154306,1.0
1505429407702258238,0.0
1505429407730119718,1.0
1505429407766030498,0.0
1505429407860586137,1.0
1505429407896713536,0.0
1505429407927934303,1.0
1505429407991072671,0.0
1505429408057879649,1.0
1505429408122129742,0.0
1505429408158144825,1.0
1505429408282316070,0.0
1505429408408297931,1.0
1505429408478029339,0.0
1505429408503584267,1.0
1505429408609037355,0.0
1505429408674123263,1.0
1505429408704402546,0.0
1505429408739570401,1.0
1505429408770339985,0.0
1505429408870192828,1.0
1505429408990931074,0.0
1505429409030765727,1.0
1505429409068166618,0.0
1505429409140034414,1.0
1505429409262102187,0.0
1505429409326924964,1.0
1505429409362441590,0.0
1505429409427798346,1.0
1505429409558524021,0.0
1505429409618604691,1.0
1505429409642154551,0.0
1505429409723029612,1.0
1505429409749029634,0.0
1505429409780728733,1.0
1505429409914843986,0.0
1505429409949838761,1.0
1505429410070537286,0.0
1505429410171030786,1.0
1505429410211158791,0.0
1505429410236335726,1.0
1505429410336787912,0.0
1505429410535041708,1.0
1505429410562924181,0.0
1505429410629380065,1.0
1505429410659500836,0.0
1505429410732131647,1.0
1505429410810705437,0.0
1505429410872797148,1.0
1505429410895665440,0.0
1505429410978872361,1.0
1505429411087938761,0.0
