%time,field.header.seq,field.header.stamp,field.header.frame_id,field.pose.position.x,field.pose.position.y,field.pose.position.z,field.pose.orientation.x,field.pose.orientation.y,field.pose.orientation.z,field.pose.orientation.w
1505429379379185850,3566,1505429379379030368,-0.421530812979,-0.0373653359711,-0.39427921176,0.0107847554609,0.0497153550386,-0.0117250196636,0.998636364937
1505429379389417370,3567,1505429379389289513,-0.421525239944,-0.037381850183,-0.394293546677,0.0108098778874,0.0497212260962,-0.0117260878906,0.998635828495
1505429379398614052,3568,1505429379398504449,-0.421533435583,-0.0373894013464,-0.394295036793,0.0108068743721,0.0497121885419,-0.0117194661871,0.998636364937
1505429379409049446,3569,1505429379408867088,-0.42154031992,-0.0374015942216,-0.394291609526,0.0107741057873,0.0497219860554,-0.0117542045191,0.998635828495
1505429379419392127,3570,1505429379419119410,-0.421533226967,-0.0373781397939,-0.394279748201,0.0107791870832,0.0497287325561,-0.0117280716076,0.998635709286
1505429379429523087,3571,1505429379429354072,-0.421532988548,-0.0373749770224,-0.394284337759,0.010780358687,0.049719452858,-0.0117226121947,0.998636245728
1505429379429527108,3572,1505429379429388451,-0.421534568071,-0.0374053269625,-0.394308507442,0.0107672223821,0.0497332438827,-0.0117140933871,0.998635828495
1505429379449046693,3573,1505429379448842670,-0.421531587839,-0.037389062345,-0.394297838211,0.0107586439699,0.0497106462717,-0.0117367384955,0.998636722565
1505429379459266115,3574,1505429379459067535,-0.421534121037,-0.0373743511736,-0.394271582365,0.0108084334061,0.0497202947736,-0.0117322709411,0.998635828495
1505429379459276911,3575,1505429379459089416,-0.421535402536,-0.0374344550073,-0.394293934107,0.0107989339158,0.0497179590166,-0.0117109166458,0.998636245728
1505429379469524651,3576,1505429379469356474,-0.421534657478,-0.037368465215,-0.394289672375,0.0107250977308,0.0497290343046,-0.0117487572134,0.998636126518
1505429379489186459,3577,1505429379489019215,-0.421531945467,-0.037386957556,-0.394299864769,0.0107960095629,0.0497115179896,-0.0117116346955,0.99863666296
1505429379489208729,3578,1505429379489063237,-0.421536237001,-0.0373956114054,-0.394280970097,0.0107659446076,0.0497339107096,-0.0117464540526,0.998635411263
1505429379508704838,3579,1505429379508540774,-0.421534717083,-0.0373492352664,-0.394270509481,0.010791300796,0.0497284717858,-0.0117494938895,0.998635411263
1505429379518904130,3580,1505429379518763561,-0.421535760164,-0.037407875061,-0.394287705421,0.0107825119048,0.0497202947736,-0.0117223979905,0.998636126518
1505429379529186487,3581,1505429379529004856,-0.421539276838,-0.037389036268,-0.394277244806,0.0107719674706,0.0497287176549,-0.0117432754487,0.998635590076
1505429379539324860,3582,1505429379539193429,-0.421529054642,-0.0373642295599,-0.394291192293,0.0107664335519,0.049719914794,-0.0117237884551,0.998636305332
1505429379548735184,3583,1505429379548412749,-0.421533226967,-0.0373818166554,-0.394296735525,0.0107811894268,0.0497251115739,-0.0117455432191,0.998635709286
1505429379558924699,3584,1505429379558791851,-0.421533107758,-0.0373713709414,-0.394266068935,0.0107754040509,0.0497304722667,-0.011729083024,0.998635649681
1505429379569208693,3585,1505429379569056788,-0.421531230211,-0.0374356098473,-0.394316732883,0.0107962954789,0.0497155487537,-0.0117105189711,0.998636424541
1505429379579775987,3586,1505429379579320437,-0.42153185606,-0.0373755916953,-0.394278556108,0.0107774566859,0.0497247390449,-0.0117256166413,0.998636007309
1505429379579787623,3587,1505429379579345507,-0.421536982059,-0.037355966866,-0.394281387329,0.0107587547973,0.0497323833406,-0.011737992987,0.998635649681
1505429379599502763,3588,1505429379599279142,-0.421534985304,-0.0373849086463,-0.394322574139,0.0107855498791,0.0497109927237,-0.0117193385959,0.99863666296
1505429379608722313,3589,1505429379608547219,-0.42152813077,-0.0373473614454,-0.394274741411,0.010784744285,0.0497183203697,-0.0117312464863,0.998636186123
1505429379619004431,3590,1505429379618805862,-0.421533346176,-0.0373943895102,-0.394293159246,0.0107933748513,0.0497242026031,-0.0117433555424,0.998635649681
1505429379629292627,3591,1505429379629016700,-0.421542286873,-0.0373821370304,-0.394274324179,0.0107500962913,0.0497090183198,-0.0117520354688,0.998636782169
1505429379639525345,3592,1505429379639288586,-0.421536296606,-0.0374215245247,-0.394302666187,0.0107494387776,0.0497127585113,-0.0117232147604,0.998636960983
1505429379639532549,3593,1505429379639317455,-0.421532005072,-0.0373958609998,-0.394315302372,0.0107777789235,0.0497218184173,-0.0117189008743,0.998636186123
1505429379659020550,3594,1505429379658807184,-0.421527385712,-0.0373319946229,-0.394260257483,0.0107634244487,0.0497263073921,-0.0117209050804,0.998636126518
1505429379669229898,3595,1505429379669052405,-0.421532154083,-0.0373950041831,-0.39429166913,0.0107503030449,0.0497320257127,-0.0117392521352,0.99863576889
1505429379679419273,3596,1505429379679262282,-0.42154237628,-0.0374095961452,-0.394289344549,0.0107727535069,0.0497331693769,-0.0117376195267,0.998635470867
1505429379688638831,3597,1505429379688480002,-0.421535849571,-0.0374066717923,-0.394298225641,0.0107667027041,0.0497278086841,-0.0117321452126,0.9986358881
1505429379698953336,3598,1505429379698789316,-0.421536892653,-0.0373796448112,-0.394294291735,0.0107721574605,0.0497266538441,-0.0117343422025,0.998635828495
1505429379709318801,3599,1505429379709037312,-0.421535968781,-0.0373814404011,-0.394295573235,0.0107868686318,0.0497311241925,-0.0117023717612,0.998635828495
1505429379719467599,3600,1505429379719271551,-0.421524643898,-0.0374052748084,-0.394299268723,0.0107749281451,0.0497237406671,-0.011703860946,0.998636305332
