%time,field.linear.x,field.linear.y,field.linear.z,field.angular.x,field.angular.y,field.angular.z
1505403906771906448,0.0803621262312,0.0,0.0,0.0,0.0,0.0
1505403906781941449,0.0815447717905,0.0,0.0,0.0,0.0,0.0
1505403906791848835,0.0827253833413,0.0,0.0,0.0,0.0,0.0
1505403906801862361,0.0839039236307,0.0,0.0,0.0,0.0,0.0
1505403906811909417,0.085080370307,0.0,0.0,0.0,0.0,0.0
1505403906823953773,0.0862546861172,0.0,0.0,0.0,0.0,0.0
1505403906831902958,0.0874268487096,0.0,0.0,0.0,0.0,0.0
1505403906841965191,0.0885968282819,0.0,0.0,0.0,0.0,0.0
1505403906852065219,0.0897645875812,0.0,0.0,0.0,0.0,0.0
1505403906861935701,0.0909301042557,0.0,0.0,0.0,0.0,0.0
1505403906871949999,0.0920933485031,0.0,0.0,0.0,0.0,0.0
1505403906881924701,0.0932542905211,0.0,0.0,0.0,0.0,0.0
1505403906892138690,0.0944129005075,0.0,0.0,0.0,0.0,0.0
1505403906901956267,0.0955691486597,0.0,0.0,0.0,0.0,0.0
1505403906911898050,0.0967230126262,0.0,0.0,0.0,0.0,0.0
1505403906921886371,0.0978744551539,0.0,0.0,0.0,0.0,0.0
1505403906931848221,0.0990234464407,0.0,0.0,0.0,0.0,0.0
1505403906941887817,0.100169971585,0.0,0.0,0.0,0.0,0.0
1505403906951867908,0.101313985884,0.0,0.0,0.0,0.0,0.0
1505403906961968555,0.102455466986,0.0,0.0,0.0,0.0,0.0
1505403906971874966,0.103594392538,0.0,0.0,0.0,0.0,0.0
1505403906981870086,0.104730717838,0.0,0.0,0.0,0.0,0.0
1505403906991884741,0.105864435434,0.0,0.0,0.0,0.0,0.0
1505403907001886626,0.106995500624,0.0,0.0,0.0,0.0,0.0
1505403907011928266,0.108123891056,0.0,0.0,0.0,0.0,0.0
1505403907021826264,0.109249584377,0.0,0.0,0.0,0.0,0.0
1505403907031872392,0.110372535884,0.0,0.0,0.0,0.0,0.0
1505403907041915905,0.111492738128,0.0,0.0,0.0,0.0,0.0
1505403907051833796,0.112610146403,0.0,0.0,0.0,0.0,0.0
1505403907062162644,0.11372474581,0.0,0.0,0.0,0.0,0.0
1505403907071932747,0.114836499095,0.0,0.0,0.0,0.0,0.0
1505403907081905037,0.115945376456,0.0,0.0,0.0,0.0,0.0
1505403907091880806,0.117051362991,0.0,0.0,0.0,0.0,0.0
1505403907101886629,0.118154421449,0.0,0.0,0.0,0.0,0.0
1505403907111855834,0.119254522026,0.0,0.0,0.0,0.0,0.0
1505403907121943830,0.12035164237,0.0,0.0,0.0,0.0,0.0
1505403907131930862,0.12144575268,0.0,0.0,0.0,0.0,0.0
1505403907141934756,0.122536830604,0.0,0.0,0.0,0.0,0.0
