%time,field.data
1505403920029442187,0.0
1505403920084835093,1.0
1505403920120480810,0.0
1505403920154890270,1.0
1505403920251954098,0.0
1505403920281373133,1.0
1505403920443924091,0.0
1505403920512916540,1.0
1505403920708180294,0.0
1505403920739089464,1.0
1505403920773444857,0.0
1505403920870209574,1.0
1505403921015247254,0.0
1505403921069161040,1.0
1505403921217249105,0.0
1505403921237264172,1.0
1505403921261294904,0.0
1505403921294829752,1.0
1505403921362402312,0.0
1505403921422159653,1.0
1505403921492634591,0.0
1505403921588406661,1.0
1505403921622785467,0.0
1505403921684284043,1.0
1505403921709023753,0.0
1505403921976294432,1.0
1505403922040420652,0.0
1505403922148712249,1.0
1505403922337369662,0.0
1505403926142827454,1.0
1505403926937120985,0.0
1505403926955288919,1.0
1505403927034443791,0.0
1505403927101170418,1.0
1505403927360263306,0.0
1505403927493926251,1.0
1505403927520768355,0.0
1505403927585901884,1.0
1505403927651737180,0.0
1505403927716829681,1.0
1505403927784740460,0.0
1505403927835029741,1.0
1505403928009589256,0.0
1505403928035194440,1.0
1505403928073666644,0.0
1505403928120907519,1.0
1505403928138813566,0.0
1505403928237987790,1.0
1505403928269550598,0.0
1505403928369304952,1.0
1505403928768039138,0.0
1505403931500196994,1.0
1505403931824648770,0.0
1505403932283043906,1.0
1505403932509917346,0.0
1505403932542768800,1.0
1505403932573342863,0.0
1505403932605371763,1.0
1505403932638946287,0.0
1505403932732806560,1.0
1505403932766010975,0.0
1505403932900516294,1.0
1505403932966322183,0.0
1505403933067202709,1.0
1505403933099364863,0.0
1505403933155910960,1.0
1505403933192044960,0.0
1505403933288243263,1.0
1505403933488466551,0.0
1505403933518934395,1.0
1505403933588736493,0.0
1505403933654328709,1.0
1505403933780556049,0.0
1505403933845747747,1.0
1505403933901000149,0.0
1505403933941054799,1.0
1505403934006464039,0.0
1505403934043214214,1.0
1505403934107131615,0.0
1505403934154238168,1.0
1505403934237753398,0.0
1505403934270170401,1.0
1505403934333650376,0.0
1505403934370939008,1.0
1505403934398585702,0.0
1505403934467597434,1.0
1505403934488958583,0.0
1505403934567540013,1.0
1505403934591000473,0.0
1505403934732778179,1.0
1505403934825968091,0.0
1505403934887752860,1.0
1505403935051165556,0.0
1505403935082461830,1.0
1505403935152650951,0.0
1505403935208027646,1.0
1505403935235323832,0.0
1505403935632167040,1.0
1505403935716439571,0.0
1505403935765217294,1.0
1505403935804238352,0.0
1505403935855227087,1.0
1505403935859000746,0.0
1505403937887707279,1.0
1505403938345294349,0.0
1505403938399076402,1.0
1505403938442107630,0.0
1505403938475927680,1.0
1505403938506377580,0.0
1505403938541777257,1.0
1505403938571407949,0.0
1505403938602538696,1.0
1505403938673601670,0.0
1505403938768173255,1.0
1505403938869286633,0.0
1505403938898246816,1.0
1505403938996776083,0.0
1505403939024703708,1.0
1505403939063142954,0.0
1505403939098013090,1.0
1505403939164902792,0.0
1505403939189876685,1.0
1505403939232282361,0.0
1505403939267232425,1.0
1505403939285608783,0.0
1505403939409937926,1.0
1505403939447467513,0.0
1505403939516707950,1.0
1505403939547175214,0.0
1505403939606071593,1.0
1505403939672661230,0.0
1505403939748025218,1.0
1505403939813218518,0.0
1505403939909434146,1.0
1505403939944184350,0.0
1505403939974202600,1.0
1505403940040668513,0.0
1505403940072287825,1.0
1505403940302364127,0.0
1505403940354235128,1.0
1505403940532014760,0.0
1505403940550469520,1.0
1505403940595978236,0.0
1505403940623892925,1.0
1505403940788568159,0.0
1505403940854004057,1.0
1505403940924456530,0.0
1505403940956084521,1.0
1505403940984782365,0.0
1505403941081942716,1.0
1505403941145781141,0.0
1505403941266284833,1.0
1505403941291355196,0.0
1505403941406985137,1.0
1505403941497649715,0.0
1505403941864421348,1.0
1505403941899810416,0.0
1505403941965266414,1.0
1505403942020542713,0.0
1505403942095665202,1.0
1505403942167615407,0.0
1505403942221938065,1.0
1505403942316972874,0.0
1505403942387682126,1.0
1505403942478997893,0.0
1505403942518019907,1.0
1505403942548159980,0.0
1505403942613691625,1.0
1505403942679033491,0.0
1505403942709371567,1.0
1505403942832492599,0.0
1505403943951060120,1.0
1505403944016823847,0.0
1505403944050262041,1.0
1505403944151982077,0.0
1505403944172858973,1.0
1505403944252845489,0.0
1505403944278561207,1.0
1505403944312875449,0.0
1505403944349191787,1.0
1505403944374949894,0.0
1505403944413671968,1.0
1505403944443894214,0.0
1505403944468835274,1.0
1505403944510597073,0.0
1505403944800950273,1.0
1505403944830586391,0.0
1505403944931867211,1.0
1505403944962354245,0.0
1505403945053524200,1.0
1505403945097209928,0.0
1505403945261594782,1.0
1505403945288813314,0.0
1505403945314227639,1.0
1505403945419135498,0.0
1505403945462833915,1.0
1505403945483987538,0.0
1505403945509505828,1.0
1505403945549482963,0.0
1505403945582353933,1.0
1505403945614948811,0.0
1505403945777095621,1.0
1505403945842874955,0.0
1505403945906684460,1.0
1505403945930813002,0.0
1505403945973564888,1.0
1505403946129273053,0.0
1505403946198278066,1.0
1505403946238352979,0.0
1505403946299977063,1.0
1505403946369091633,0.0
1505403946389435792,1.0
1505403946434524457,0.0
1505403946493990885,1.0
1505403946520936055,0.0
1505403951838829422,1.0
1505403951873916754,0.0
1505403951940290395,1.0
1505403952450201862,0.0
1505403952515305497,1.0
1505403952559823555,0.0
1505403952595142340,1.0
1505403952623289170,0.0
1505403952683581826,1.0
1505403952714042342,0.0
1505403952849479888,1.0
1505403952918343055,0.0
1505403953116202014,1.0
1505403953215219333,0.0
1505403953330049479,1.0
1505403953377229686,0.0
1505403953503306951,1.0
1505403953533121843,0.0
1505403953563306590,1.0
1505403954156619282,0.0
1505403955002971712,1.0
1505403955417942632,0.0
1505403955491366267,1.0
1505403955613747615,0.0
1505403955723866195,1.0
1505403955742929921,0.0
1505403955779017834,1.0
1505403955850752775,0.0
1505403955981674869,1.0
1505403956053439129,0.0
1505403956112274929,1.0
1505403956212935963,0.0
1505403956243650319,1.0
1505403956278317734,0.0
1505403956303313755,1.0
1505403956410001491,0.0
1505403956540997987,1.0
1505403956605064051,0.0
1505403956801368380,1.0
1505403956861459642,0.0
1505403956926852973,1.0
1505403956992266557,0.0
1505403957090197529,1.0
1505403957125994788,0.0
1505403957190698025,1.0
1505403958103627306,0.0
1505403959590402281,1.0
1505403959934566798,0.0
1505403959990535695,1.0
1505403960157984314,0.0
1505403960226071663,1.0
1505403960346761792,0.0
